round	execution_index	model	split	order	seq	past	pass	l2_mismatch	max_abs	task_refs	waits	hash_l05	hash_l1	hash_l2
7	58	mha4	1	1	128	0	1	0	0	11920	33092	74ca67454e867370	74ca67454e867370	74ca67454e867370
7	59	mha4	2	1	128	0	1	0	0	12208	33352	de344e26127aea8b	de344e26127aea8b	de344e26127aea8b
7	60	mha4	4	1	128	0	1	0	0	12496	49928	16a6b3ba44f9dd14	16a6b3ba44f9dd14	16a6b3ba44f9dd14
7	61	mha4	8	1	128	0	1	0	0	13072	83080	f715e88257c602e6	f715e88257c602e6	f715e88257c602e6
7	62	mha4	16	1	128	0	1	0	0	14224	149384	c4ec4c3b3f85b44d	c4ec4c3b3f85b44d	c4ec4c3b3f85b44d
7	63	gqa2	1	1	128	3	1	0	0	4416	16292	03f67925c71ded7e	03f67925c71ded7e	03f67925c71ded7e
7	64	gqa2	2	1	128	3	1	0	0	4544	16406	309b9089cc848872	309b9089cc848872	309b9089cc848872
7	65	gqa2	4	1	128	3	1	0	0	4672	24678	cda7259d747e1935	cda7259d747e1935	cda7259d747e1935
7	66	gqa2	8	1	128	3	1	0	0	4928	41222	711481e3c9bc0ae0	711481e3c9bc0ae0	711481e3c9bc0ae0
7	67	gqa2	16	1	128	3	1	0	0	5440	74310	74c743e28d629292	74c743e28d629292	74c743e28d629292
7	68	mha4	1	1	128	3	1	0	0	11920	33092	64b3d2b8927afe03	64b3d2b8927afe03	64b3d2b8927afe03
7	69	mha4	2	1	128	3	1	0	0	12208	33352	848df4aeda106e2b	848df4aeda106e2b	848df4aeda106e2b
7	70	mha4	4	1	128	3	1	0	0	12496	49928	7c2bb67087675959	7c2bb67087675959	7c2bb67087675959
7	71	mha4	8	1	128	3	1	0	0	13072	83080	4e34d5f8e15a11ea	4e34d5f8e15a11ea	4e34d5f8e15a11ea
7	72	mha4	16	1	128	3	1	0	0	14224	149384	672e594d2493d82a	672e594d2493d82a	672e594d2493d82a
7	73	gqa2	1	1	128	512	1	0	0	4416	16292	fe2780aa73c5d8ae	fe2780aa73c5d8ae	fe2780aa73c5d8ae
7	74	gqa2	2	1	128	512	1	0	0	4544	16406	e3f0012519190000	e3f0012519190000	e3f0012519190000
7	75	gqa2	4	1	128	512	1	0	0	4672	24678	4a4b33bc4f972dae	4a4b33bc4f972dae	4a4b33bc4f972dae
7	76	gqa2	8	1	128	512	1	0	0	4928	41222	e33ab4fb3f68093a	e33ab4fb3f68093a	e33ab4fb3f68093a
7	77	gqa2	16	1	128	512	1	0	0	5440	74310	353feae12ba5a481	353feae12ba5a481	353feae12ba5a481
7	78	mha4	1	1	128	512	1	0	0	11920	33092	89cbf45d301cdce2	89cbf45d301cdce2	89cbf45d301cdce2
7	79	mha4	2	1	128	512	1	0	0	12208	33352	611b9b87e92c591a	611b9b87e92c591a	611b9b87e92c591a
7	80	mha4	4	1	128	512	1	0	0	12496	49928	17930b91043eff43	17930b91043eff43	17930b91043eff43
7	81	mha4	8	1	128	512	1	0	0	13072	83080	4d98c071172c42fb	4d98c071172c42fb	4d98c071172c42fb
7	82	mha4	16	1	128	512	1	0	0	14224	149384	34cb46c8bef2bd1b	34cb46c8bef2bd1b	34cb46c8bef2bd1b
7	83	gqa2	1	1	512	0	1	0	0	17664	59172	814c04bd7b721aa9	814c04bd7b721aa9	814c04bd7b721aa9
7	84	gqa2	2	1	512	0	1	0	0	18176	61266	fa41ca883ba8cf10	fa41ca883ba8cf10	fa41ca883ba8cf10
7	85	gqa2	4	1	512	0	1	0	0	18688	97546	7d7f2dfd0f792539	7d7f2dfd0f792539	7d7f2dfd0f792539
7	86	gqa2	8	1	512	0	1	0	0	19712	170106	048777b5e3922132	048777b5e3922132	048777b5e3922132
7	87	gqa2	16	1	512	0	1	0	0	21760	314710	8b8a3de9e7f35f9d	8b8a3de9e7f35f9d	8b8a3de9e7f35f9d
7	88	mha4	1	1	512	0	1	0	0	47680	117320	132a5222ec7bbed9	132a5222ec7bbed9	132a5222ec7bbed9
7	89	mha4	2	1	512	0	1	0	0	48832	118572	7d5d7f91af4802b0	7d5d7f91af4802b0	7d5d7f91af4802b0
7	90	mha4	4	1	512	0	1	0	0	49984	185132	7761a4bce849d088	7761a4bce849d088	7761a4bce849d088
7	91	mha4	8	1	512	0	1	0	0	52288	318252	15b0eece040daad8	15b0eece040daad8	15b0eece040daad8
7	92	mha4	16	1	512	0	1	0	0	56896	583460	ac72d1d16c429205	ac72d1d16c429205	ac72d1d16c429205
7	93	gqa2	1	1	512	3	1	0	0	17664	59172	f9aa0dc6cc31bd58	f9aa0dc6cc31bd58	f9aa0dc6cc31bd58
7	94	gqa2	2	1	512	3	1	0	0	18176	61266	70b1a37d95227b92	70b1a37d95227b92	70b1a37d95227b92
7	95	gqa2	4	1	512	3	1	0	0	18688	97546	ea7b992faeece865	ea7b992faeece865	ea7b992faeece865
7	96	gqa2	8	1	512	3	1	0	0	19712	170106	83095b6244881833	83095b6244881833	83095b6244881833
7	97	gqa2	16	1	512	3	1	0	0	21760	314710	007f2f1b8ee5593a	007f2f1b8ee5593a	007f2f1b8ee5593a
7	98	mha4	1	1	512	3	1	0	0	47680	117320	50087e460c46843b	50087e460c46843b	50087e460c46843b
7	99	mha4	2	1	512	3	1	0	0	48832	118572	b98fa1284afc671d	b98fa1284afc671d	b98fa1284afc671d
7	100	mha4	4	1	512	3	1	0	0	49984	185132	40c4d42503a4355c	40c4d42503a4355c	40c4d42503a4355c
7	101	mha4	8	1	512	3	1	0	0	52288	318252	8f0e67b032603869	8f0e67b032603869	8f0e67b032603869
7	102	mha4	16	1	512	3	1	0	0	56896	583460	5be3455e5f43a2c4	5be3455e5f43a2c4	5be3455e5f43a2c4
7	103	gqa2	1	1	512	512	1	0	0	17664	59172	db93e7cf9decc6ec	db93e7cf9decc6ec	db93e7cf9decc6ec
7	104	gqa2	2	1	512	512	1	0	0	18176	61266	0e0bead82358ef81	0e0bead82358ef81	0e0bead82358ef81
7	105	gqa2	4	1	512	512	1	0	0	18688	97546	d32764f6816ca390	d32764f6816ca390	d32764f6816ca390
7	106	gqa2	8	1	512	512	1	0	0	19712	170106	e573744b817a4823	e573744b817a4823	e573744b817a4823
7	107	gqa2	16	1	512	512	1	0	0	21760	314710	8c08c582eb212f45	8c08c582eb212f45	8c08c582eb212f45
7	108	mha4	1	1	512	512	1	0	0	47680	117320	27bddf58f5028e65	27bddf58f5028e65	27bddf58f5028e65
7	109	mha4	2	1	512	512	1	0	0	48832	118572	d2c5b14bfd83de99	d2c5b14bfd83de99	d2c5b14bfd83de99
7	110	mha4	4	1	512	512	1	0	0	49984	185132	a82e7e70ae410d71	a82e7e70ae410d71	a82e7e70ae410d71
7	111	mha4	8	1	512	512	1	0	0	52288	318252	e8d42a6e535521b9	e8d42a6e535521b9	e8d42a6e535521b9
7	112	mha4	16	1	512	512	1	0	0	56896	583460	07473899e474a270	07473899e474a270	07473899e474a270
7	113	gqa2	1	1	2048	0	1	0	0	70656	230532	5371763740b1fa55	5371763740b1fa55	5371763740b1fa55
7	114	gqa2	2	1	2048	0	1	0	0	72704	240474	0817ddb99624eab4	0817ddb99624eab4	0817ddb99624eab4
7	115	gqa2	4	1	2048	0	1	0	0	74752	388638	681a68aca94a872d	681a68aca94a872d	681a68aca94a872d
7	116	gqa2	8	1	2048	0	1	0	0	78848	680384	bd29427792de1181	bd29427792de1181	bd29427792de1181
7	117	gqa2	16	1	2048	0	1	0	0	87040	1249632	953ad7de4597474e	953ad7de4597474e	953ad7de4597474e
7	118	mha4	1	1	2048	0	1	0	0	190720	453920	f37a4f9044704176	f37a4f9044704176	f37a4f9044704176
7	119	mha4	2	1	2048	0	1	0	0	195328	459012	fcce8b8988e4f088	fcce8b8988e4f088	fcce8b8988e4f088
7	120	mha4	4	1	2048	0	1	0	0	199936	725244	75e38df45ef42e9e	75e38df45ef42e9e	75e38df45ef42e9e
7	121	mha4	8	1	2048	0	1	0	0	209152	1256664	60667eafa2bc00b4	60667eafa2bc00b4	60667eafa2bc00b4
7	122	mha4	16	1	2048	0	1	0	0	227584	2315408	c2339306c30ca8ea	c2339306c30ca8ea	c2339306c30ca8ea
7	123	gqa2	1	1	2048	3	1	0	0	70656	230532	83e3157fd2ad45b6	83e3157fd2ad45b6	83e3157fd2ad45b6
7	124	gqa2	2	1	2048	3	1	0	0	72704	240474	e7de115df01054ee	e7de115df01054ee	e7de115df01054ee
7	125	gqa2	4	1	2048	3	1	0	0	74752	388638	7c96c49e23e02d90	7c96c49e23e02d90	7c96c49e23e02d90
7	126	gqa2	8	1	2048	3	1	0	0	78848	680384	74de262ef0b454b4	74de262ef0b454b4	74de262ef0b454b4
7	127	gqa2	16	1	2048	3	1	0	0	87040	1249632	47b7a2eb943a54c6	47b7a2eb943a54c6	47b7a2eb943a54c6
7	128	mha4	1	1	2048	3	1	0	0	190720	453920	8f27e52c1f186721	8f27e52c1f186721	8f27e52c1f186721
7	129	mha4	2	1	2048	3	1	0	0	195328	459012	3daa5e658f576b53	3daa5e658f576b53	3daa5e658f576b53
7	130	mha4	4	1	2048	3	1	0	0	199936	725244	60a59f48e9d11595	60a59f48e9d11595	60a59f48e9d11595
7	131	mha4	8	1	2048	3	1	0	0	209152	1256664	c53035d8aaabdd6a	c53035d8aaabdd6a	c53035d8aaabdd6a
7	132	mha4	16	1	2048	3	1	0	0	227584	2315408	4139e4e8e31932d4	4139e4e8e31932d4	4139e4e8e31932d4
7	133	gqa2	1	1	2048	512	1	0	0	70656	230532	1c4c7a8e3e7119a3	1c4c7a8e3e7119a3	1c4c7a8e3e7119a3
7	134	gqa2	2	1	2048	512	1	0	0	72704	240474	1171513bc9bb105f	1171513bc9bb105f	1171513bc9bb105f
7	135	gqa2	4	1	2048	512	1	0	0	74752	388638	219a13e8664957b5	219a13e8664957b5	219a13e8664957b5
7	136	gqa2	8	1	2048	512	1	0	0	78848	680384	18fa78adc120b7a8	18fa78adc120b7a8	18fa78adc120b7a8
7	137	gqa2	16	1	2048	512	1	0	0	87040	1249632	60a3dfcd946d267b	60a3dfcd946d267b	60a3dfcd946d267b
7	138	mha4	1	1	2048	512	1	0	0	190720	453920	461a46d5b7dd43f0	461a46d5b7dd43f0	461a46d5b7dd43f0
7	139	mha4	2	1	2048	512	1	0	0	195328	459012	aa59018cea157267	aa59018cea157267	aa59018cea157267
7	140	mha4	4	1	2048	512	1	0	0	199936	725244	9d8982ed4275c8f9	9d8982ed4275c8f9	9d8982ed4275c8f9
7	141	mha4	8	1	2048	512	1	0	0	209152	1256664	6b3c1c3286db85d7	6b3c1c3286db85d7	6b3c1c3286db85d7
7	142	mha4	16	1	2048	512	1	0	0	227584	2315408	935b7dc896bdeb49	935b7dc896bdeb49	935b7dc896bdeb49
7	143	gqa2	1	1	1	0	1	0	0	98	119	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
7	144	gqa2	2	1	1	0	1	0	0	226	257	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
7	145	gqa2	4	1	1	0	1	0	0	354	465	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
7	146	gqa2	8	1	1	0	1	0	0	610	881	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
7	147	gqa2	16	1	1	0	1	0	0	1122	1713	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e	ef08e35b6eb6bd0e
7	148	mha4	1	1	1	0	1	0	0	236	257	81489bf11a6ef144	81489bf11a6ef144	81489bf11a6ef144
7	149	mha4	2	1	1	0	1	0	0	524	565	81489bf11a6ef144	81489bf11a6ef144	81489bf11a6ef144
8	0	mha4	8	1	1	0	1	0	0	1388	1909	658593a9c69ca76d	658593a9c69ca76d	658593a9c69ca76d
8	1	mha4	16	1	1	0	1	0	0	2540	3701	d15a07b011f46772	d15a07b011f46772	d15a07b011f46772
8	2	gqa2	1	1	1	3	1	0	0	98	119	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
8	3	gqa2	2	1	1	3	1	0	0	226	257	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
8	4	gqa2	4	1	1	3	1	0	0	354	465	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
8	5	gqa2	8	1	1	3	1	0	0	610	881	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
8	6	gqa2	16	1	1	3	1	0	0	1122	1713	a10b90fbe1618da5	a10b90fbe1618da5	a10b90fbe1618da5
8	7	mha4	1	1	1	3	1	0	0	236	257	d032851805c78718	d032851805c78718	d032851805c78718
8	8	mha4	2	1	1	3	1	0	0	524	565	cf48eed071ee02fd	cf48eed071ee02fd	cf48eed071ee02fd
8	9	mha4	4	1	1	3	1	0	0	812	1013	f25a26faffe0527b	f25a26faffe0527b	f25a26faffe0527b
8	10	mha4	8	1	1	3	1	0	0	1388	1909	f25a26faffe0527b	f25a26faffe0527b	f25a26faffe0527b
8	11	mha4	16	1	1	3	1	0	0	2540	3701	f25a26faffe0527b	f25a26faffe0527b	f25a26faffe0527b
8	12	gqa2	1	1	1	512	1	0	0	98	119	e3804e1c16ef73fc	e3804e1c16ef73fc	e3804e1c16ef73fc
8	13	gqa2	2	1	1	512	1	0	0	226	257	6bc12219bad44ae1	6bc12219bad44ae1	6bc12219bad44ae1
8	14	gqa2	4	1	1	512	1	0	0	354	465	6bc12219bad44ae1	6bc12219bad44ae1	6bc12219bad44ae1
8	15	gqa2	8	1	1	512	1	0	0	610	881	6bc12219bad44ae1	6bc12219bad44ae1	6bc12219bad44ae1
8	16	gqa2	16	1	1	512	1	0	0	1122	1713	6bc12219bad44ae1	6bc12219bad44ae1	6bc12219bad44ae1
8	17	mha4	1	1	1	512	1	0	0	236	257	945668ee633ad213	945668ee633ad213	945668ee633ad213
8	18	mha4	2	1	1	512	1	0	0	524	565	aad0f8a388c46dba	aad0f8a388c46dba	aad0f8a388c46dba
8	19	mha4	4	1	1	512	1	0	0	812	1013	aad0f8a388c46dba	aad0f8a388c46dba	aad0f8a388c46dba
8	20	mha4	8	1	1	512	1	0	0	1388	1909	aad0f8a388c46dba	aad0f8a388c46dba	aad0f8a388c46dba
8	21	mha4	16	1	1	512	1	0	0	2540	3701	209e56be7cf744a3	209e56be7cf744a3	209e56be7cf744a3
8	22	gqa2	1	1	4	0	1	0	0	200	500	1dd6f13109b55729	1dd6f13109b55729	1dd6f13109b55729
8	23	gqa2	2	1	4	0	1	0	0	328	638	31afc8ce97f5f040	31afc8ce97f5f040	31afc8ce97f5f040
8	24	gqa2	4	1	4	0	1	0	0	456	1038	4faedf01ecd53c82	4faedf01ecd53c82	4faedf01ecd53c82
8	25	gqa2	8	1	4	0	1	0	0	712	1838	8383bcce07f9cfe7	8383bcce07f9cfe7	8383bcce07f9cfe7
8	26	gqa2	16	1	4	0	1	0	0	1224	3438	541ba7feb0621546	541ba7feb0621546	541ba7feb0621546
8	27	mha4	1	1	4	0	1	0	0	512	1076	88b4c3331d5fa753	88b4c3331d5fa753	88b4c3331d5fa753
8	28	mha4	2	1	4	0	1	0	0	800	1384	d0975bc299de8b08	d0975bc299de8b08	d0975bc299de8b08
8	29	mha4	4	1	4	0	1	0	0	1088	2216	797b0304b8ac5fa2	797b0304b8ac5fa2	797b0304b8ac5fa2
8	30	mha4	8	1	4	0	1	0	0	1664	3880	614cbecfc0802cea	614cbecfc0802cea	614cbecfc0802cea
8	31	mha4	16	1	4	0	1	0	0	2816	7208	ea48a95096d5ceb6	ea48a95096d5ceb6	ea48a95096d5ceb6
8	32	gqa2	1	1	4	3	1	0	0	200	500	4c544373c0add101	4c544373c0add101	4c544373c0add101
8	33	gqa2	2	1	4	3	1	0	0	328	638	7115cc23cbbae9c8	7115cc23cbbae9c8	7115cc23cbbae9c8
8	34	gqa2	4	1	4	3	1	0	0	456	1038	50f243d42e025b16	50f243d42e025b16	50f243d42e025b16
8	35	gqa2	8	1	4	3	1	0	0	712	1838	50f243d42e025b16	50f243d42e025b16	50f243d42e025b16
8	36	gqa2	16	1	4	3	1	0	0	1224	3438	50f243d42e025b16	50f243d42e025b16	50f243d42e025b16
8	37	mha4	1	1	4	3	1	0	0	512	1076	9f91d43bd2f0b35f	9f91d43bd2f0b35f	9f91d43bd2f0b35f
8	38	mha4	2	1	4	3	1	0	0	800	1384	4a8110e1cfa2bcff	4a8110e1cfa2bcff	4a8110e1cfa2bcff
8	39	mha4	4	1	4	3	1	0	0	1088	2216	54d457de7bdd96d5	54d457de7bdd96d5	54d457de7bdd96d5
8	40	mha4	8	1	4	3	1	0	0	1664	3880	f3a0c86b868be25f	f3a0c86b868be25f	f3a0c86b868be25f
8	41	mha4	16	1	4	3	1	0	0	2816	7208	2534c408bc36998b	2534c408bc36998b	2534c408bc36998b
8	42	gqa2	1	1	4	512	1	0	0	200	500	d62a9f9aeb21651d	d62a9f9aeb21651d	d62a9f9aeb21651d
8	43	gqa2	2	1	4	512	1	0	0	328	638	8597c6eee9f25ac5	8597c6eee9f25ac5	8597c6eee9f25ac5
8	44	gqa2	4	1	4	512	1	0	0	456	1038	8597c6eee9f25ac5	8597c6eee9f25ac5	8597c6eee9f25ac5
8	45	gqa2	8	1	4	512	1	0	0	712	1838	8597c6eee9f25ac5	8597c6eee9f25ac5	8597c6eee9f25ac5
8	46	gqa2	16	1	4	512	1	0	0	1224	3438	b5e535d4fb302065	b5e535d4fb302065	b5e535d4fb302065
8	47	mha4	1	1	4	512	1	0	0	512	1076	24d954801baa8262	24d954801baa8262	24d954801baa8262
8	48	mha4	2	1	4	512	1	0	0	800	1384	ce3a3b0d25231c2e	ce3a3b0d25231c2e	ce3a3b0d25231c2e
8	49	mha4	4	1	4	512	1	0	0	1088	2216	a09acc9b630fa3dd	a09acc9b630fa3dd	a09acc9b630fa3dd
8	50	mha4	8	1	4	512	1	0	0	1664	3880	1d82e34aeeae7264	1d82e34aeeae7264	1d82e34aeeae7264
8	51	mha4	16	1	4	512	1	0	0	2816	7208	1d82e34aeeae7264	1d82e34aeeae7264	1d82e34aeeae7264
8	52	gqa2	1	1	128	0	1	0	0	4416	16292	9ea9695e933dc643	9ea9695e933dc643	9ea9695e933dc643
8	53	gqa2	2	1	128	0	1	0	0	4544	16406	6abbf8cda681e590	6abbf8cda681e590	6abbf8cda681e590
8	54	gqa2	4	1	128	0	1	0	0	4672	24678	c3f3a64a18223d67	c3f3a64a18223d67	c3f3a64a18223d67
8	55	gqa2	8	1	128	0	1	0	0	4928	41222	10569f835bb8b2f3	10569f835bb8b2f3	10569f835bb8b2f3
8	56	gqa2	16	1	128	0	1	0	0	5440	74310	231d0db21fd471ed	231d0db21fd471ed	231d0db21fd471ed
8	57	mha4	1	1	128	0	1	0	0	11920	33092	74ca67454e867370	74ca67454e867370	74ca67454e867370
8	58	mha4	2	1	128	0	1	0	0	12208	33352	de344e26127aea8b	de344e26127aea8b	de344e26127aea8b
8	59	mha4	4	1	128	0	1	0	0	12496	49928	16a6b3ba44f9dd14	16a6b3ba44f9dd14	16a6b3ba44f9dd14
8	60	mha4	8	1	128	0	1	0	0	13072	83080	f715e88257c602e6	f715e88257c602e6	f715e88257c602e6
8	61	mha4	16	1	128	0	1	0	0	14224	149384	c4ec4c3b3f85b44d	c4ec4c3b3f85b44d	c4ec4c3b3f85b44d
8	62	gqa2	1	1	128	3	1	0	0	4416	16292	03f67925c71ded7e	03f67925c71ded7e	03f67925c71ded7e
8	63	gqa2	2	1	128	3	1	0	0	4544	16406	309b9089cc848872	309b9089cc848872	309b9089cc848872
8	64	gqa2	4	1	128	3	1	0	0	4672	24678	cda7259d747e1935	cda7259d747e1935	cda7259d747e1935
8	65	gqa2	8	1	128	3	1	0	0	4928	41222	711481e3c9bc0ae0	711481e3c9bc0ae0	711481e3c9bc0ae0
8	66	gqa2	16	1	128	3	1	0	0	5440	74310	74c743e28d629292	74c743e28d629292	74c743e28d629292
8	67	mha4	1	1	128	3	1	0	0	11920	33092	64b3d2b8927afe03	64b3d2b8927afe03	64b3d2b8927afe03
8	68	mha4	2	1	128	3	1	0	0	12208	33352	848df4aeda106e2b	848df4aeda106e2b	848df4aeda106e2b
8	69	mha4	4	1	128	3	1	0	0	12496	49928	7c2bb67087675959	7c2bb67087675959	7c2bb67087675959
8	70	mha4	8	1	128	3	1	0	0	13072	83080	4e34d5f8e15a11ea	4e34d5f8e15a11ea	4e34d5f8e15a11ea
8	71	mha4	16	1	128	3	1	0	0	14224	149384	672e594d2493d82a	672e594d2493d82a	672e594d2493d82a
8	72	gqa2	1	1	128	512	1	0	0	4416	16292	fe2780aa73c5d8ae	fe2780aa73c5d8ae	fe2780aa73c5d8ae
8	73	gqa2	2	1	128	512	1	0	0	4544	16406	e3f0012519190000	e3f0012519190000	e3f0012519190000
8	74	gqa2	4	1	128	512	1	0	0	4672	24678	4a4b33bc4f972dae	4a4b33bc4f972dae	4a4b33bc4f972dae
8	75	gqa2	8	1	128	512	1	0	0	4928	41222	e33ab4fb3f68093a	e33ab4fb3f68093a	e33ab4fb3f68093a
8	76	gqa2	16	1	128	512	1	0	0	5440	74310	353feae12ba5a481	353feae12ba5a481	353feae12ba5a481
8	77	mha4	1	1	128	512	1	0	0	11920	33092	89cbf45d301cdce2	89cbf45d301cdce2	89cbf45d301cdce2
8	78	mha4	2	1	128	512	1	0	0	12208	33352	611b9b87e92c591a	611b9b87e92c591a	611b9b87e92c591a
8	79	mha4	4	1	128	512	1	0	0	12496	49928	17930b91043eff43	17930b91043eff43	17930b91043eff43
8	80	mha4	8	1	128	512	1	0	0	13072	83080	4d98c071172c42fb	4d98c071172c42fb	4d98c071172c42fb
8	81	mha4	16	1	128	512	1	0	0	14224	149384	34cb46c8bef2bd1b	34cb46c8bef2bd1b	34cb46c8bef2bd1b
8	82	gqa2	1	1	512	0	1	0	0	17664	59172	814c04bd7b721aa9	814c04bd7b721aa9	814c04bd7b721aa9
8	83	gqa2	2	1	512	0	1	0	0	18176	61266	fa41ca883ba8cf10	fa41ca883ba8cf10	fa41ca883ba8cf10
8	84	gqa2	4	1	512	0	1	0	0	18688	97546	7d7f2dfd0f792539	7d7f2dfd0f792539	7d7f2dfd0f792539
8	85	gqa2	8	1	512	0	1	0	0	19712	170106	048777b5e3922132	048777b5e3922132	048777b5e3922132
8	86	gqa2	16	1	512	0	1	0	0	21760	314710	8b8a3de9e7f35f9d	8b8a3de9e7f35f9d	8b8a3de9e7f35f9d
8	87	mha4	1	1	512	0	1	0	0	47680	117320	132a5222ec7bbed9	132a5222ec7bbed9	132a5222ec7bbed9
8	88	mha4	2	1	512	0	1	0	0	48832	118572	7d5d7f91af4802b0	7d5d7f91af4802b0	7d5d7f91af4802b0
8	89	mha4	4	1	512	0	1	0	0	49984	185132	7761a4bce849d088	7761a4bce849d088	7761a4bce849d088
8	90	mha4	8	1	512	0	1	0	0	52288	318252	15b0eece040daad8	15b0eece040daad8	15b0eece040daad8
8	91	mha4	16	1	512	0	1	0	0	56896	583460	ac72d1d16c429205	ac72d1d16c429205	ac72d1d16c429205
8	92	gqa2	1	1	512	3	1	0	0	17664	59172	f9aa0dc6cc31bd58	f9aa0dc6cc31bd58	f9aa0dc6cc31bd58
8	93	gqa2	2	1	512	3	1	0	0	18176	61266	70b1a37d95227b92	70b1a37d95227b92	70b1a37d95227b92
8	94	gqa2	4	1	512	3	1	0	0	18688	97546	ea7b992faeece865	ea7b992faeece865	ea7b992faeece865
8	95	gqa2	8	1	512	3	1	0	0	19712	170106	83095b6244881833	83095b6244881833	83095b6244881833
8	96	gqa2	16	1	512	3	1	0	0	21760	314710	007f2f1b8ee5593a	007f2f1b8ee5593a	007f2f1b8ee5593a
8	97	mha4	1	1	512	3	1	0	0	47680	117320	50087e460c46843b	50087e460c46843b	50087e460c46843b
8	98	mha4	2	1	512	3	1	0	0	48832	118572	b98fa1284afc671d	b98fa1284afc671d	b98fa1284afc671d
8	99	mha4	4	1	512	3	1	0	0	49984	185132	40c4d42503a4355c	40c4d42503a4355c	40c4d42503a4355c
8	100	mha4	8	1	512	3	1	0	0	52288	318252	8f0e67b032603869	8f0e67b032603869	8f0e67b032603869
8	101	mha4	16	1	512	3	1	0	0	56896	583460	5be3455e5f43a2c4	5be3455e5f43a2c4	5be3455e5f43a2c4
8	102	gqa2	1	1	512	512	1	0	0	17664	59172	db93e7cf9decc6ec	db93e7cf9decc6ec	db93e7cf9decc6ec
8	103	gqa2	2	1	512	512	1	0	0	18176	61266	0e0bead82358ef81	0e0bead82358ef81	0e0bead82358ef81
8	104	gqa2	4	1	512	512	1	0	0	18688	97546	d32764f6816ca390	d32764f6816ca390	d32764f6816ca390
8	105	gqa2	8	1	512	512	1	0	0	19712	170106	e573744b817a4823	e573744b817a4823	e573744b817a4823
8	106	gqa2	16	1	512	512	1	0	0	21760	314710	8c08c582eb212f45	8c08c582eb212f45	8c08c582eb212f45
8	107	mha4	1	1	512	512	1	0	0	47680	117320	27bddf58f5028e65	27bddf58f5028e65	27bddf58f5028e65
8	108	mha4	2	1	512	512	1	0	0	48832	118572	d2c5b14bfd83de99	d2c5b14bfd83de99	d2c5b14bfd83de99
8	109	mha4	4	1	512	512	1	0	0	49984	185132	a82e7e70ae410d71	a82e7e70ae410d71	a82e7e70ae410d71
8	110	mha4	8	1	512	512	1	0	0	52288	318252	e8d42a6e535521b9	e8d42a6e535521b9	e8d42a6e535521b9
8	111	mha4	16	1	512	512	1	0	0	56896	583460	07473899e474a270	07473899e474a270	07473899e474a270
8	112	gqa2	1	1	2048	0	1	0	0	70656	230532	5371763740b1fa55	5371763740b1fa55	5371763740b1fa55
8	113	gqa2	2	1	2048	0	1	0	0	72704	240474	0817ddb99624eab4	0817ddb99624eab4	0817ddb99624eab4
8	114	gqa2	4	1	2048	0	1	0	0	74752	388638	681a68aca94a872d	681a68aca94a872d	681a68aca94a872d
8	115	gqa2	8	1	2048	0	1	0	0	78848	680384	bd29427792de1181	bd29427792de1181	bd29427792de1181
8	116	gqa2	16	1	2048	0	1	0	0	87040	1249632	953ad7de4597474e	953ad7de4597474e	953ad7de4597474e
8	117	mha4	1	1	2048	0	1	0	0	190720	453920	f37a4f9044704176	f37a4f9044704176	f37a4f9044704176
8	118	mha4	2	1	2048	0	1	0	0	195328	459012	fcce8b8988e4f088	fcce8b8988e4f088	fcce8b8988e4f088
8	119	mha4	4	1	2048	0	1	0	0	199936	725244	75e38df45ef42e9e	75e38df45ef42e9e	75e38df45ef42e9e
8	120	mha4	8	1	2048	0	1	0	0	209152	1256664	60667eafa2bc00b4	60667eafa2bc00b4	60667eafa2bc00b4
8	121	mha4	16	1	2048	0	1	0	0	227584	2315408	c2339306c30ca8ea	c2339306c30ca8ea	c2339306c30ca8ea
8	122	gqa2	1	1	2048	3	1	0	0	70656	230532	83e3157fd2ad45b6	83e3157fd2ad45b6	83e3157fd2ad45b6
8	123	gqa2	2	1	2048	3	1	0	0	72704	240474	e7de115df01054ee	e7de115df01054ee	e7de115df01054ee
8	124	gqa2	4	1	2048	3	1	0	0	74752	388638	7c96c49e23e02d90	7c96c49e23e02d90	7c96c49e23e02d90
8	125	gqa2	8	1	2048	3	1	0	0	78848	680384	74de262ef0b454b4	74de262ef0b454b4	74de262ef0b454b4
8	126	gqa2	16	1	2048	3	1	0	0	87040	1249632	47b7a2eb943a54c6	47b7a2eb943a54c6	47b7a2eb943a54c6
8	127	mha4	1	1	2048	3	1	0	0	190720	453920	8f27e52c1f186721	8f27e52c1f186721	8f27e52c1f186721
8	128	mha4	2	1	2048	3	1	0	0	195328	459012	3daa5e658f576b53	3daa5e658f576b53	3daa5e658f576b53
