dtype	model	ownership	seq	past	stage	op	tasks	read_elements	write_elements	depth	barriers	old_ns	new_ns	ratio
bf16	mha4	tile	1	512	22	l1.s22.append	4	512	512	2	0	2127.9595897877011	233.94366639629851	0.10993802115369974
bf16	mha4	tile	1	512	23	l1.s23.attn	4	525824	512	3	2	13939.54102961717	7208.2232592303862	0.51710621202772489
bf16	mha4	tile	1	512	25	l1.s25.norm	1	1024	512	3	8	658.55906297038791	1584.6334921469254	2.4062131724367117
bf16	mha4	tile	1	512	28	l1.s28.act	1	2048	1024	2	0	256.15881077986057	419.84110389385069	1.6389875585995615
bf16	mha4	tile	1	512	30	l2.s30.norm	1	1024	512	3	8	658.55906297038791	1584.6334921469254	2.4062131724367117
bf16	mha4	tile	1	512	34	l2.s34.rope	4	768	512	2	0	271.96369869798991	237.14879462901493	0.87198694445012603
bf16	mha4	tile	1	512	35	l2.s35.rope	4	768	512	2	0	271.96369869798991	237.14879462901493	0.87198694445012603
bf16	mha4	tile	1	512	36	l2.s36.append	4	512	512	2	0	2127.9595897877011	233.94366639629851	0.10993802115369974
bf16	mha4	tile	1	512	37	l2.s37.append	4	512	512	2	0	2127.9595897877011	233.94366639629851	0.10993802115369974
bf16	mha4	tile	1	512	38	l2.s38.attn	4	525824	512	3	2	13939.54102961717	7208.2232592303862	0.51710621202772489
bf16	mha4	tile	1	512	40	l2.s40.norm	1	1024	512	3	8	658.55906297038791	1584.6334921469254	2.4062131724367117
bf16	mha4	tile	1	512	43	l2.s43.act	1	2048	1024	2	0	256.15881077986057	419.84110389385069	1.6389875585995615
bf16	mha4	tile	1	512	45	l3.s45.norm	1	1024	512	3	8	658.55906297038791	1584.6334921469254	2.4062131724367117
bf16	mha4	tile	1	512	49	l3.s49.rope	4	768	512	2	0	271.96369869798991	237.14879462901493	0.87198694445012603
bf16	mha4	tile	1	512	50	l3.s50.rope	4	768	512	2	0	271.96369869798991	237.14879462901493	0.87198694445012603
bf16	mha4	tile	1	512	51	l3.s51.append	4	512	512	2	0	2127.9595897877011	233.94366639629851	0.10993802115369974
bf16	mha4	tile	1	512	52	l3.s52.append	4	512	512	2	0	2127.9595897877011	233.94366639629851	0.10993802115369974
bf16	mha4	tile	1	512	53	l3.s53.attn	4	525824	512	3	2	13939.54102961717	7208.2232592303862	0.51710621202772489
bf16	mha4	tile	1	512	55	l3.s55.norm	1	1024	512	3	8	658.55906297038791	1584.6334921469254	2.4062131724367117
bf16	mha4	tile	1	512	58	l3.s58.act	1	2048	1024	2	0	256.15881077986057	419.84110389385069	1.6389875585995615
