node	stage	task	worker	slot	start_ns	end_ns	attention
0	0	0	0	0	0	2326.1140994340158	0
1	1	0	0	1	2326.1140994340158	5914.5920250004119	0
2	2	0	0	2	5914.5920250004119	22260.734719794524	0
3	2	1	3	0	7150.0038260004121	25260.514731763597	0
4	2	2	4	0	7150.0038260004121	25260.514731763597	0
5	2	3	5	0	7150.0038260004121	25260.514731763597	0
6	2	4	6	0	7150.0038260004121	25260.514731763597	0
7	2	5	7	0	7150.0038260004121	25260.514731763597	0
8	2	6	8	0	7150.0038260004121	25260.514731763597	0
9	2	7	9	0	7150.0038260004121	25260.514731763597	0
10	2	8	10	0	7150.0038260004121	25260.514731763597	0
11	2	9	11	0	7150.0038260004121	25260.514731763597	0
12	2	10	12	0	7150.0038260004121	25260.514731763597	0
13	2	11	13	0	7150.0038260004121	25260.514731763597	0
14	2	12	14	0	7150.0038260004121	25260.514731763597	0
15	2	13	15	0	7150.0038260004121	25260.514731763597	0
16	2	14	16	0	7150.0038260004121	25260.514731763597	0
17	2	15	1	0	7150.0038260004121	25260.514731763597	0
18	2	16	2	0	7150.0038260004121	25260.514731763597	0
19	2	17	19	0	7150.0038260004121	25260.514731763597	0
20	2	18	20	0	7150.0038260004121	25260.514731763597	0
21	2	19	21	0	7150.0038260004121	25260.514731763597	0
22	2	20	22	0	7150.0038260004121	25260.514731763597	0
23	2	21	23	0	7150.0038260004121	25260.514731763597	0
24	2	22	24	0	7150.0038260004121	25260.514731763597	0
25	2	23	25	0	7150.0038260004121	25260.514731763597	0
26	2	24	26	0	7150.0038260004121	25260.514731763597	0
27	2	25	27	0	7150.0038260004121	25260.514731763597	0
28	2	26	28	0	7150.0038260004121	25260.514731763597	0
29	2	27	29	0	7150.0038260004121	25260.514731763597	0
30	2	28	30	0	7150.0038260004121	25260.514731763597	0
31	2	29	31	0	7150.0038260004121	25260.514731763597	0
32	2	30	32	0	7150.0038260004121	25260.514731763597	0
33	2	31	17	0	7150.0038260004121	25260.514731763597	0
34	2	32	18	0	7150.0038260004121	25260.514731763597	0
35	2	33	35	0	7150.0038260004121	25260.514731763597	0
36	2	34	36	0	7150.0038260004121	25260.514731763597	0
37	2	35	37	0	7150.0038260004121	25260.514731763597	0
38	2	36	38	0	7150.0038260004121	25260.514731763597	0
39	2	37	39	0	7150.0038260004121	25260.514731763597	0
40	2	38	40	0	7150.0038260004121	25260.514731763597	0
41	2	39	41	0	7150.0038260004121	25260.514731763597	0
42	2	40	42	0	7150.0038260004121	25260.514731763597	0
43	2	41	43	0	7150.0038260004121	25260.514731763597	0
44	2	42	44	0	7150.0038260004121	25260.514731763597	0
45	2	43	45	0	7150.0038260004121	25260.514731763597	0
46	2	44	46	0	7150.0038260004121	25260.514731763597	0
47	2	45	47	0	7150.0038260004121	25260.514731763597	0
48	2	46	48	0	7150.0038260004121	25260.514731763597	0
49	2	47	33	0	7150.0038260004121	25260.514731763597	0
50	2	48	34	0	7150.0038260004121	25260.514731763597	0
51	2	49	51	0	7150.0038260004121	25260.514731763597	0
52	2	50	52	0	7150.0038260004121	25260.514731763597	0
53	2	51	53	0	7150.0038260004121	25260.514731763597	0
54	2	52	54	0	7150.0038260004121	25260.514731763597	0
55	2	53	55	0	7150.0038260004121	25260.514731763597	0
56	2	54	56	0	7150.0038260004121	25260.514731763597	0
57	2	55	57	0	7150.0038260004121	25260.514731763597	0
58	2	56	58	0	7150.0038260004121	25260.514731763597	0
59	2	57	59	0	7150.0038260004121	25260.514731763597	0
60	2	58	60	0	7150.0038260004121	25260.514731763597	0
61	2	59	61	0	7150.0038260004121	25260.514731763597	0
62	2	60	62	0	7150.0038260004121	25260.514731763597	0
63	2	61	63	0	7150.0038260004121	25260.514731763597	0
64	2	62	64	0	7150.0038260004121	25260.514731763597	0
65	2	63	49	0	7150.0038260004121	25260.514731763597	0
66	3	0	50	0	7150.0038260004121	21987.495195671811	0
67	3	1	67	0	7150.0038260004121	21987.495195671811	0
68	3	2	68	0	7150.0038260004121	21987.495195671811	0
69	3	3	69	0	7150.0038260004121	21987.495195671811	0
70	3	4	70	0	7150.0038260004121	21987.495195671811	0
71	3	5	71	0	7150.0038260004121	21987.495195671811	0
72	3	6	72	0	7150.0038260004121	21987.495195671811	0
73	3	7	73	0	7150.0038260004121	21987.495195671811	0
74	3	8	74	0	7150.0038260004121	21987.495195671811	0
75	3	9	75	0	7150.0038260004121	21987.495195671811	0
76	3	10	76	0	7150.0038260004121	21987.495195671811	0
77	3	11	77	0	7150.0038260004121	21987.495195671811	0
78	3	12	78	0	7150.0038260004121	21987.495195671811	0
79	3	13	79	0	7150.0038260004121	21987.495195671811	0
80	3	14	80	0	7150.0038260004121	21987.495195671811	0
81	3	15	65	0	7150.0038260004121	21987.495195671811	0
82	3	16	66	0	7150.0038260004121	21987.495195671811	0
83	3	17	83	0	7150.0038260004121	21987.495195671811	0
84	3	18	84	0	7150.0038260004121	21987.495195671811	0
85	3	19	85	0	7150.0038260004121	21987.495195671811	0
86	3	20	86	0	7150.0038260004121	21987.495195671811	0
87	3	21	87	0	7150.0038260004121	21987.495195671811	0
88	3	22	88	0	7150.0038260004121	21987.495195671811	0
89	3	23	89	0	7150.0038260004121	21987.495195671811	0
90	3	24	90	0	7150.0038260004121	21987.495195671811	0
91	3	25	91	0	7150.0038260004121	21987.495195671811	0
92	3	26	92	0	7150.0038260004121	21987.495195671811	0
93	3	27	93	0	7150.0038260004121	21987.495195671811	0
94	3	28	94	0	7150.0038260004121	21987.495195671811	0
95	3	29	95	0	7150.0038260004121	21987.495195671811	0
96	3	30	96	0	7150.0038260004121	21987.495195671811	0
97	3	31	81	0	7150.0038260004121	21987.495195671811	0
98	4	0	82	0	7150.0038260004121	21987.495195671811	0
99	4	1	99	0	7150.0038260004121	21987.495195671811	0
100	4	2	100	0	7150.0038260004121	21987.495195671811	0
101	4	3	101	0	7150.0038260004121	21987.495195671811	0
