dtype	model	ownership	seq	past	stage	op	tasks	read_elements	write_elements	depth	barriers	old_ns	new_ns	ratio
f32	gqa2	element	8	8	0	l0.s00.norm	8	8192	4096	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	element	8	8	4	l0.s04.rope	8	4608	4096	2	0	329.14810877821299	374.84085953306027	1.1388212465338394
f32	gqa2	element	8	8	5	l0.s05.rope	4	2304	2048	2	0	329.14810877821299	374.84085953306027	1.1388212465338394
f32	gqa2	element	8	8	6	l0.s06.append	8	4096	4096	2	0	265.98371931457928	368.43749834373784	1.3851881584826866
f32	gqa2	element	8	8	7	l0.s07.append	8	4096	4096	2	0	265.98371931457928	368.43749834373784	1.3851881584826866
f32	gqa2	element	8	8	8	l0.s08.attn	32	120832	4096	3	2	1197.0325603484509	1059.3705311525689	0.88499725591774281
f32	gqa2	element	8	8	10	l0.s10.norm	8	8192	4096	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	element	8	8	13	l0.s13.act	32	16384	8192	2	0	297.56591404639619	317.21060882915856	1.0660179605776332
f32	gqa2	element	8	8	15	l1.s15.norm	8	8192	4096	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	element	8	8	19	l1.s19.rope	8	4608	4096	2	0	329.14810877821299	374.84085953306027	1.1388212465338394
f32	gqa2	element	8	8	20	l1.s20.rope	4	2304	2048	2	0	329.14810877821299	374.84085953306027	1.1388212465338394
f32	gqa2	element	8	8	21	l1.s21.append	8	4096	4096	2	0	265.98371931457928	368.43749834373784	1.3851881584826866
f32	gqa2	element	8	8	22	l1.s22.append	8	4096	4096	2	0	265.98371931457928	368.43749834373784	1.3851881584826866
f32	gqa2	element	8	8	23	l1.s23.attn	32	120832	4096	3	2	1197.0325603484509	1059.3705311525689	0.88499725591774281
f32	gqa2	element	8	8	25	l1.s25.norm	8	8192	4096	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	element	8	8	28	l1.s28.act	32	16384	8192	2	0	297.56591404639619	317.21060882915856	1.0660179605776332
f32	gqa2	tile	8	8	0	l0.s00.norm	8	8192	4096	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	tile	8	8	4	l0.s04.rope	32	6144	4096	2	0	329.14810877821299	259.58035812525685	0.78864301875775822
f32	gqa2	tile	8	8	5	l0.s05.rope	16	3072	2048	2	0	329.14810877821299	259.58035812525685	0.78864301875775822
f32	gqa2	tile	8	8	6	l0.s06.append	16	2048	2048	2	0	265.98371931457928	253.17699693593445	0.95185148018966415
f32	gqa2	tile	8	8	7	l0.s07.append	16	2048	2048	2	0	265.98371931457928	253.17699693593445	0.95185148018966415
f32	gqa2	tile	8	8	8	l0.s08.attn	32	120832	4096	3	2	1197.0325603484509	1059.3705311525689	0.88499725591774281
f32	gqa2	tile	8	8	10	l0.s10.norm	8	8192	4096	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	tile	8	8	13	l0.s13.act	8	16384	8192	2	0	297.56591404639619	624.57194591663438	2.0989364588957984
f32	gqa2	tile	8	8	15	l1.s15.norm	8	8192	4096	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	tile	8	8	19	l1.s19.rope	32	6144	4096	2	0	329.14810877821299	259.58035812525685	0.78864301875775822
f32	gqa2	tile	8	8	20	l1.s20.rope	16	3072	2048	2	0	329.14810877821299	259.58035812525685	0.78864301875775822
f32	gqa2	tile	8	8	21	l1.s21.append	16	2048	2048	2	0	265.98371931457928	253.17699693593445	0.95185148018966415
f32	gqa2	tile	8	8	22	l1.s22.append	16	2048	2048	2	0	265.98371931457928	253.17699693593445	0.95185148018966415
f32	gqa2	tile	8	8	23	l1.s23.attn	32	120832	4096	3	2	1197.0325603484509	1059.3705311525689	0.88499725591774281
f32	gqa2	tile	8	8	25	l1.s25.norm	8	8192	4096	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	tile	8	8	28	l1.s28.act	8	16384	8192	2	0	297.56591404639619	624.57194591663438	2.0989364588957984
