wait_index	producer	group	event_index
0	0	1	61
1	0	2	62
2	0	3	63
3	2	4294967295	65
4	4	0	67
5	6	4294967295	99
6	7	4294967295	100
7	8	1	102
8	8	2	103
9	8	3	104
10	8	4	105
11	8	5	106
12	8	6	107
13	8	7	108
14	8	8	109
15	8	9	110
16	8	10	111
17	8	11	112
18	8	12	113
19	8	13	114
20	8	14	115
21	8	15	116
22	9	1	118
23	9	2	119
24	9	3	120
25	10	1	122
26	10	2	123
27	10	3	124
28	11	1	126
29	11	2	127
30	11	3	128
31	11	4	129
32	11	5	130
33	11	6	131
34	11	7	132
35	12	0	133
36	12	1	134
37	12	2	135
38	12	3	136
39	12	4	137
40	12	5	138
41	12	6	139
42	12	7	140
43	13	1	142
44	13	2	143
45	13	3	144
46	14	1	146
47	14	2	147
48	14	3	148
49	15	1	150
50	15	2	151
51	15	3	152
52	17	4294967295	154
53	19	0	156
54	21	4294967295	188
55	22	4294967295	189
56	23	1	191
57	23	2	192
58	23	3	193
59	23	4	194
60	23	5	195
61	23	6	196
62	23	7	197
63	23	8	198
64	23	9	199
65	23	10	200
66	23	11	201
67	23	12	202
68	23	13	203
69	23	14	204
70	23	15	205
71	24	1	207
72	24	2	208
73	24	3	209
74	25	1	211
75	25	2	212
76	25	3	213
77	26	1	215
78	26	2	216
79	26	3	217
80	26	4	218
81	26	5	219
82	26	6	220
83	26	7	221
84	27	0	222
85	27	1	223
86	27	2	224
87	27	3	225
88	27	4	226
89	27	5	227
90	27	6	228
91	27	7	229
92	28	1	231
93	28	2	232
94	28	3	233
95	29	1	235
96	29	2	236
97	29	3	237
98	30	1	239
99	30	2	240
100	30	3	241
101	32	4294967295	243
102	34	0	245
103	36	4294967295	277
104	37	4294967295	278
105	38	1	280
106	38	2	281
107	38	3	282
108	38	4	283
109	38	5	284
110	38	6	285
111	38	7	286
112	38	8	287
113	38	9	288
114	38	10	289
115	38	11	290
116	38	12	291
117	38	13	292
118	38	14	293
119	38	15	294
120	39	1	296
121	39	2	297
122	39	3	298
123	40	1	300
124	40	2	301
125	40	3	302
126	41	1	304
127	41	2	305
128	41	3	306
129	41	4	307
130	41	5	308
131	41	6	309
132	41	7	310
133	42	0	311
134	42	1	312
135	42	2	313
136	42	3	314
137	42	4	315
138	42	5	316
139	42	6	317
140	42	7	318
141	43	1	320
142	43	2	321
143	43	3	322
144	44	1	324
145	44	2	325
146	44	3	326
147	45	1	328
148	45	2	329
149	45	3	330
150	47	4294967295	332
151	49	0	334
152	51	4294967295	366
153	52	4294967295	367
154	53	1	369
155	53	2	370
156	53	3	371
157	53	4	372
158	53	5	373
159	53	6	374
160	53	7	375
161	53	8	376
162	53	9	377
163	53	10	378
164	53	11	379
165	53	12	380
166	53	13	381
167	53	14	382
168	53	15	383
169	54	1	385
170	54	2	386
171	54	3	387
172	55	1	389
173	55	2	390
174	55	3	391
175	56	1	393
176	56	2	394
177	56	3	395
178	56	4	396
179	56	5	397
180	56	6	398
181	56	7	399
182	57	0	400
183	57	1	401
184	57	2	402
185	57	3	403
186	57	4	404
187	57	5	405
188	57	6	406
189	57	7	407
190	58	1	409
191	58	2	410
192	58	3	411
193	0	0	60
194	0	2	62
195	0	3	63
196	2	4294967295	65
197	4	1	68
198	6	4294967295	99
199	7	4294967295	100
200	8	0	101
201	8	2	103
202	8	3	104
203	8	4	105
204	8	5	106
205	8	6	107
206	8	7	108
207	8	8	109
208	8	9	110
209	8	10	111
210	8	11	112
211	8	12	113
212	8	13	114
213	8	14	115
214	8	15	116
215	9	0	117
216	9	2	119
217	9	3	120
218	10	0	121
219	10	2	123
220	10	3	124
221	11	0	125
222	11	2	127
223	11	3	128
224	11	4	129
225	11	5	130
226	11	6	131
227	11	7	132
228	12	0	133
229	12	1	134
230	12	2	135
231	12	3	136
232	12	4	137
233	12	5	138
234	12	6	139
235	12	7	140
236	13	0	141
237	13	2	143
238	13	3	144
239	14	0	145
240	14	2	147
241	14	3	148
242	15	0	149
243	15	2	151
244	15	3	152
245	17	4294967295	154
246	19	1	157
247	21	4294967295	188
248	22	4294967295	189
249	23	0	190
250	23	2	192
251	23	3	193
252	23	4	194
253	23	5	195
254	23	6	196
255	23	7	197
256	23	8	198
257	23	9	199
258	23	10	200
259	23	11	201
260	23	12	202
261	23	13	203
262	23	14	204
263	23	15	205
264	24	0	206
265	24	2	208
266	24	3	209
267	25	0	210
268	25	2	212
269	25	3	213
270	26	0	214
271	26	2	216
272	26	3	217
273	26	4	218
274	26	5	219
275	26	6	220
276	26	7	221
277	27	0	222
278	27	1	223
279	27	2	224
280	27	3	225
281	27	4	226
282	27	5	227
283	27	6	228
284	27	7	229
285	28	0	230
286	28	2	232
287	28	3	233
288	29	0	234
289	29	2	236
290	29	3	237
291	30	0	238
292	30	2	240
293	30	3	241
294	32	4294967295	243
295	34	1	246
296	36	4294967295	277
297	37	4294967295	278
298	38	0	279
299	38	2	281
300	38	3	282
301	38	4	283
302	38	5	284
303	38	6	285
304	38	7	286
305	38	8	287
306	38	9	288
307	38	10	289
308	38	11	290
309	38	12	291
310	38	13	292
311	38	14	293
312	38	15	294
313	39	0	295
314	39	2	297
315	39	3	298
316	40	0	299
317	40	2	301
318	40	3	302
319	41	0	303
320	41	2	305
321	41	3	306
322	41	4	307
323	41	5	308
324	41	6	309
325	41	7	310
326	42	0	311
327	42	1	312
328	42	2	313
329	42	3	314
330	42	4	315
331	42	5	316
332	42	6	317
333	42	7	318
334	43	0	319
335	43	2	321
336	43	3	322
337	44	0	323
338	44	2	325
339	44	3	326
340	45	0	327
341	45	2	329
342	45	3	330
343	47	4294967295	332
344	49	1	335
345	51	4294967295	366
346	52	4294967295	367
347	53	0	368
348	53	2	370
349	53	3	371
350	53	4	372
351	53	5	373
352	53	6	374
353	53	7	375
354	53	8	376
355	53	9	377
356	53	10	378
357	53	11	379
358	53	12	380
359	53	13	381
360	53	14	382
361	53	15	383
362	54	0	384
363	54	2	386
364	54	3	387
365	55	0	388
366	55	2	390
367	55	3	391
368	56	0	392
369	56	2	394
370	56	3	395
371	56	4	396
372	56	5	397
373	56	6	398
374	56	7	399
375	57	0	400
376	57	1	401
377	57	2	402
378	57	3	403
379	57	4	404
380	57	5	405
381	57	6	406
382	57	7	407
383	58	0	408
384	58	2	410
385	58	3	411
386	0	0	60
387	0	1	61
388	0	3	63
389	2	4294967295	65
390	4	2	69
391	6	4294967295	99
392	7	4294967295	100
393	8	0	101
394	8	1	102
395	8	3	104
396	8	4	105
397	8	5	106
398	8	6	107
399	8	7	108
400	8	8	109
401	8	9	110
402	8	10	111
403	8	11	112
404	8	12	113
405	8	13	114
406	8	14	115
407	8	15	116
408	9	0	117
409	9	1	118
410	9	3	120
411	10	0	121
412	10	1	122
413	10	3	124
414	11	0	125
415	11	1	126
416	11	3	128
417	11	4	129
418	11	5	130
419	11	6	131
420	11	7	132
421	12	0	133
422	12	1	134
423	12	2	135
424	12	3	136
425	12	4	137
426	12	5	138
427	12	6	139
428	12	7	140
429	13	0	141
430	13	1	142
431	13	3	144
432	14	0	145
433	14	1	146
434	14	3	148
435	15	0	149
436	15	1	150
437	15	3	152
438	17	4294967295	154
439	19	2	158
440	21	4294967295	188
441	22	4294967295	189
442	23	0	190
443	23	1	191
444	23	3	193
445	23	4	194
446	23	5	195
447	23	6	196
448	23	7	197
449	23	8	198
450	23	9	199
451	23	10	200
452	23	11	201
453	23	12	202
454	23	13	203
455	23	14	204
456	23	15	205
457	24	0	206
458	24	1	207
459	24	3	209
460	25	0	210
461	25	1	211
462	25	3	213
463	26	0	214
464	26	1	215
465	26	3	217
466	26	4	218
467	26	5	219
468	26	6	220
469	26	7	221
470	27	0	222
471	27	1	223
472	27	2	224
473	27	3	225
474	27	4	226
475	27	5	227
476	27	6	228
477	27	7	229
478	28	0	230
479	28	1	231
480	28	3	233
481	29	0	234
482	29	1	235
483	29	3	237
484	30	0	238
485	30	1	239
486	30	3	241
487	32	4294967295	243
488	34	2	247
489	36	4294967295	277
490	37	4294967295	278
491	38	0	279
492	38	1	280
493	38	3	282
494	38	4	283
495	38	5	284
496	38	6	285
497	38	7	286
498	38	8	287
499	38	9	288
500	38	10	289
501	38	11	290
502	38	12	291
503	38	13	292
504	38	14	293
505	38	15	294
506	39	0	295
507	39	1	296
508	39	3	298
509	40	0	299
510	40	1	300
511	40	3	302
512	41	0	303
513	41	1	304
514	41	3	306
515	41	4	307
516	41	5	308
517	41	6	309
518	41	7	310
519	42	0	311
520	42	1	312
521	42	2	313
522	42	3	314
523	42	4	315
524	42	5	316
525	42	6	317
526	42	7	318
527	43	0	319
528	43	1	320
529	43	3	322
530	44	0	323
531	44	1	324
532	44	3	326
533	45	0	327
534	45	1	328
535	45	3	330
536	47	4294967295	332
537	49	2	336
538	51	4294967295	366
539	52	4294967295	367
540	53	0	368
541	53	1	369
542	53	3	371
543	53	4	372
544	53	5	373
545	53	6	374
546	53	7	375
547	53	8	376
548	53	9	377
549	53	10	378
550	53	11	379
551	53	12	380
552	53	13	381
553	53	14	382
554	53	15	383
555	54	0	384
556	54	1	385
557	54	3	387
558	55	0	388
559	55	1	389
560	55	3	391
561	56	0	392
562	56	1	393
563	56	3	395
564	56	4	396
565	56	5	397
566	56	6	398
567	56	7	399
568	57	0	400
569	57	1	401
570	57	2	402
571	57	3	403
572	57	4	404
573	57	5	405
574	57	6	406
575	57	7	407
576	58	0	408
577	58	1	409
578	58	3	411
579	0	0	60
580	0	1	61
581	0	2	62
582	2	4294967295	65
583	4	3	70
584	6	4294967295	99
585	7	4294967295	100
586	8	0	101
587	8	1	102
588	8	2	103
589	8	4	105
590	8	5	106
591	8	6	107
592	8	7	108
593	8	8	109
594	8	9	110
595	8	10	111
596	8	11	112
597	8	12	113
598	8	13	114
599	8	14	115
600	8	15	116
601	9	0	117
602	9	1	118
603	9	2	119
604	10	0	121
605	10	1	122
606	10	2	123
607	11	0	125
608	11	1	126
609	11	2	127
610	11	4	129
611	11	5	130
612	11	6	131
613	11	7	132
614	12	0	133
615	12	1	134
616	12	2	135
617	12	3	136
618	12	4	137
619	12	5	138
620	12	6	139
621	12	7	140
622	13	0	141
623	13	1	142
624	13	2	143
625	14	0	145
626	14	1	146
627	14	2	147
628	15	0	149
629	15	1	150
630	15	2	151
631	17	4294967295	154
632	19	3	159
633	21	4294967295	188
634	22	4294967295	189
635	23	0	190
636	23	1	191
637	23	2	192
638	23	4	194
639	23	5	195
640	23	6	196
641	23	7	197
642	23	8	198
643	23	9	199
644	23	10	200
645	23	11	201
646	23	12	202
647	23	13	203
648	23	14	204
649	23	15	205
650	24	0	206
651	24	1	207
652	24	2	208
653	25	0	210
654	25	1	211
655	25	2	212
656	26	0	214
657	26	1	215
658	26	2	216
659	26	4	218
660	26	5	219
661	26	6	220
662	26	7	221
663	27	0	222
664	27	1	223
665	27	2	224
666	27	3	225
667	27	4	226
668	27	5	227
669	27	6	228
670	27	7	229
671	28	0	230
672	28	1	231
673	28	2	232
674	29	0	234
675	29	1	235
676	29	2	236
677	30	0	238
678	30	1	239
679	30	2	240
680	32	4294967295	243
681	34	3	248
682	36	4294967295	277
683	37	4294967295	278
684	38	0	279
685	38	1	280
686	38	2	281
687	38	4	283
688	38	5	284
689	38	6	285
690	38	7	286
691	38	8	287
692	38	9	288
693	38	10	289
694	38	11	290
695	38	12	291
696	38	13	292
697	38	14	293
698	38	15	294
699	39	0	295
700	39	1	296
701	39	2	297
702	40	0	299
703	40	1	300
704	40	2	301
705	41	0	303
706	41	1	304
707	41	2	305
708	41	4	307
709	41	5	308
710	41	6	309
711	41	7	310
712	42	0	311
713	42	1	312
714	42	2	313
715	42	3	314
716	42	4	315
717	42	5	316
718	42	6	317
719	42	7	318
720	43	0	319
721	43	1	320
722	43	2	321
723	44	0	323
724	44	1	324
725	44	2	325
726	45	0	327
727	45	1	328
728	45	2	329
729	47	4294967295	332
730	49	3	337
