rotation	arm	poll_mode	spin_iters	backoff_ns	grow	cap_ns	consumers	rows	per_row	rounds	participants	hop_mean_ns	hop_se_ns	hop_p50_ns	hop_p90_ns	hop_max_ns	last_mean_ns	last_p90_ns	last_max_ns	inversions	hop_trim_mean_ns	hop_trim_se_ns	last_trim_mean_ns
0	spin64_bo16	rmw	64	16	1	16	256	1	256	4096	257	242.3	0.43	0.0	1024.0	2048.0	628.2	1024.0	2048.0	0	240.5	0.43	626.9
0	spin64_bo16	rmw	64	16	1	16	16	16	1	4096	32	200.8	1.62	0.0	1024.0	2048.0	200.8	1024.0	2048.0	0	199.0	1.61	199.0
0	spin64_bo16	rmw	64	16	1	16	64	16	4	4096	80	200.4	0.80	0.0	1024.0	2048.0	261.7	1024.0	2048.0	0	198.5	0.80	259.9
0	spin64_bo16	rmw	64	16	1	16	256	16	16	4096	272	266.7	0.44	0.0	1024.0	2048.0	438.9	1024.0	2048.0	0	264.9	0.44	437.3
0	grow16_1024	rmw	64	16	2	1024	1	1	1	4096	2	348.8	7.58	0.0	1024.0	1024.0	348.8	1024.0	1024.0	0	348.1	7.58	348.1
0	grow16_1024	rmw	64	16	2	1024	16	1	16	4096	17	338.1	1.89	0.0	1024.0	2048.0	432.2	1024.0	2048.0	0	336.9	1.88	430.7
0	grow16_1024	rmw	64	16	2	1024	64	1	64	4096	65	214.8	0.83	0.0	1024.0	2048.0	478.8	1024.0	2048.0	0	212.9	0.83	477.2
0	grow16_1024	rmw	64	16	2	1024	256	1	256	4096	257	243.8	0.43	0.0	1024.0	2048.0	630.8	1024.0	2048.0	0	242.0	0.43	629.4
0	grow16_1024	rmw	64	16	2	1024	16	16	1	4096	32	197.8	1.61	0.0	1024.0	2048.0	197.8	1024.0	2048.0	0	195.9	1.60	195.9
0	grow16_1024	rmw	64	16	2	1024	64	16	4	4096	80	202.9	0.81	0.0	1024.0	2048.0	263.1	1024.0	2048.0	0	201.0	0.80	261.3
0	grow16_1024	rmw	64	16	2	1024	256	16	16	4096	272	265.4	0.44	0.0	1024.0	2048.0	437.5	1024.0	2048.0	0	263.7	0.44	435.9
1	spin	rmw	0	0	1	0	1	1	1	4096	2	339.8	7.53	0.0	1024.0	1024.0	339.8	1024.0	1024.0	0	339.1	7.53	339.1
1	spin	rmw	0	0	1	0	16	1	16	4096	17	354.0	1.90	0.0	1024.0	1024.0	417.8	1024.0	1024.0	0	353.3	1.90	417.2
1	spin	rmw	0	0	1	0	64	1	64	4096	65	367.1	0.96	0.0	1024.0	1024.0	440.0	1024.0	1024.0	0	366.5	0.96	439.4
1	spin	rmw	0	0	1	0	256	1	256	4096	257	350.6	0.47	0.0	1024.0	1024.0	432.5	1024.0	1024.0	0	349.9	0.47	431.9
1	spin	rmw	0	0	1	0	16	16	1	4096	32	338.2	1.88	0.0	1024.0	1024.0	338.2	1024.0	1024.0	0	337.5	1.88	337.5
1	spin	rmw	0	0	1	0	64	16	4	4096	80	351.9	0.95	0.0	1024.0	1024.0	397.4	1024.0	1024.0	0	351.2	0.95	396.8
1	spin	rmw	0	0	1	0	256	16	16	4096	272	368.9	0.48	0.0	1024.0	1024.0	433.5	1024.0	1024.0	0	368.2	0.48	432.9
1	bo64	rmw	0	64	1	64	1	1	1	4096	2	1207.5	6.14	1024.0	2048.0	2048.0	1207.5	2048.0	2048.0	0	1206.7	6.13	1206.7
1	bo64	rmw	0	64	1	64	16	1	16	4096	17	1215.1	1.56	1024.0	2048.0	2048.0	1225.2	2048.0	2048.0	0	1214.3	1.56	1224.4
1	bo64	rmw	0	64	1	64	64	1	64	4096	65	1217.2	0.78	1024.0	2048.0	2048.0	1232.8	2048.0	2048.0	0	1216.3	0.78	1232.0
1	bo64	rmw	0	64	1	64	256	1	256	4096	257	1224.6	0.40	1024.0	2048.0	2048.0	1247.2	2048.0	2048.0	0	1223.8	0.40	1246.5
1	bo64	rmw	0	64	1	64	16	16	1	4096	32	1206.0	1.53	1024.0	2048.0	2048.0	1206.0	2048.0	2048.0	0	1205.1	1.53	1205.1
1	bo64	rmw	0	64	1	64	64	16	4	4096	80	1205.6	0.76	1024.0	2048.0	2048.0	1211.8	2048.0	2048.0	0	1204.7	0.76	1211.0
1	bo64	rmw	0	64	1	64	256	16	16	4096	272	1219.8	0.39	1024.0	2048.0	2048.0	1232.3	2048.0	2048.0	0	1218.9	0.39	1231.5
1	bo16	rmw	0	16	1	16	1	1	1	4096	2	1204.5	6.10	1024.0	2048.0	2048.0	1204.5	2048.0	2048.0	0	1203.7	6.09	1203.7
1	bo16	rmw	0	16	1	16	16	1	16	4096	17	1226.3	1.59	1024.0	2048.0	2048.0	1236.8	2048.0	2048.0	0	1225.5	1.59	1236.0
1	bo16	rmw	0	16	1	16	64	1	64	4096	65	1224.6	0.79	1024.0	2048.0	2048.0	1240.2	2048.0	2048.0	0	1223.8	0.79	1239.5
1	bo16	rmw	0	16	1	16	256	1	256	4096	257	1219.9	0.39	1024.0	2048.0	2048.0	1242.8	2048.0	2048.0	0	1219.1	0.39	1242.0
1	bo16	rmw	0	16	1	16	16	16	1	4096	32	1204.6	1.52	1024.0	2048.0	2048.0	1204.6	2048.0	2048.0	0	1203.8	1.52	1203.8
1	bo16	rmw	0	16	1	16	64	16	4	4096	80	1205.6	0.76	1024.0	2048.0	2048.0	1212.1	2048.0	2048.0	0	1204.8	0.76	1211.3
1	bo16	rmw	0	16	1	16	256	16	16	4096	272	1220.0	0.39	1024.0	2048.0	2048.0	1232.8	2048.0	2048.0	0	1219.2	0.39	1232.0
1	spin64_bo64	rmw	64	64	1	64	1	1	1	4096	2	352.8	7.60	0.0	1024.0	1024.0	352.8	1024.0	1024.0	0	352.1	7.60	352.1
1	spin64_bo64	rmw	64	64	1	64	16	1	16	4096	17	326.2	1.87	0.0	1024.0	2048.0	426.8	1024.0	2048.0	0	325.0	1.86	425.2
1	spin64_bo64	rmw	64	64	1	64	64	1	64	4096	65	215.6	0.83	0.0	1024.0	2048.0	475.2	1024.0	2048.0	0	213.8	0.83	473.7
1	spin64_bo64	rmw	64	64	1	64	256	1	256	4096	257	239.6	0.43	0.0	1024.0	2048.0	632.2	1024.0	2048.0	0	237.8	0.43	630.9
1	spin64_bo64	rmw	64	64	1	64	16	16	1	4096	32	200.4	1.62	0.0	1024.0	2048.0	200.4	1024.0	2048.0	0	198.6	1.60	198.6
1	spin64_bo64	rmw	64	64	1	64	64	16	4	4096	80	199.3	0.80	0.0	1024.0	2048.0	258.9	1024.0	2048.0	0	197.5	0.79	257.1
1	spin64_bo64	rmw	64	64	1	64	256	16	16	4096	272	264.7	0.44	0.0	1024.0	2048.0	435.7	1024.0	2048.0	0	262.9	0.44	434.1
1	spin256_bo64	rmw	256	64	1	64	1	1	1	4096	2	361.0	7.64	0.0	1024.0	1024.0	361.0	1024.0	1024.0	0	360.4	7.64	360.4
1	spin256_bo64	rmw	256	64	1	64	16	1	16	4096	17	348.6	1.90	0.0	1024.0	1024.0	411.8	1024.0	1024.0	0	348.0	1.90	411.2
1	spin256_bo64	rmw	256	64	1	64	64	1	64	4096	65	360.1	0.95	0.0	1024.0	1024.0	434.5	1024.0	1024.0	0	359.4	0.96	433.9
1	spin256_bo64	rmw	256	64	1	64	256	1	256	4096	257	338.3	0.47	0.0	1024.0	1024.0	417.0	1024.0	1024.0	0	337.6	0.47	416.4
1	spin256_bo64	rmw	256	64	1	64	16	16	1	4096	32	337.1	1.88	0.0	1024.0	1024.0	337.1	1024.0	1024.0	0	336.4	1.88	336.4
1	spin256_bo64	rmw	256	64	1	64	64	16	4	4096	80	322.4	0.93	0.0	1024.0	1024.0	361.5	1024.0	1024.0	0	321.7	0.93	360.9
1	spin256_bo64	rmw	256	64	1	64	256	16	16	4096	272	352.7	0.48	0.0	1024.0	1024.0	418.5	1024.0	1024.0	0	352.0	0.48	417.9
1	spin64_bo16	rmw	64	16	1	16	1	1	1	4096	2	357.5	7.63	0.0	1024.0	1024.0	357.5	1024.0	1024.0	0	356.8	7.63	356.8
1	spin64_bo16	rmw	64	16	1	16	16	1	16	4096	17	328.4	1.87	0.0	1024.0	2048.0	434.0	1024.0	2048.0	0	327.3	1.87	432.4
1	spin64_bo16	rmw	64	16	1	16	64	1	64	4096	65	224.7	0.85	0.0	1024.0	2048.0	483.8	1024.0	2048.0	0	222.8	0.84	482.2
1	spin64_bo16	rmw	64	16	1	16	256	1	256	4096	257	242.9	0.43	0.0	1024.0	2048.0	634.5	1024.0	2048.0	0	241.1	0.43	633.1
1	spin64_bo16	rmw	64	16	1	16	16	16	1	4096	32	193.4	1.60	0.0	1024.0	2048.0	193.4	1024.0	2048.0	0	191.6	1.58	191.6
1	spin64_bo16	rmw	64	16	1	16	64	16	4	4096	80	199.3	0.80	0.0	1024.0	2048.0	259.7	1024.0	2048.0	0	197.4	0.79	257.9
1	spin64_bo16	rmw	64	16	1	16	256	16	16	4096	272	268.9	0.45	0.0	1024.0	2048.0	441.7	1024.0	2048.0	0	267.2	0.44	440.1
1	grow16_1024	rmw	64	16	2	1024	1	1	1	4096	2	356.2	7.62	0.0	1024.0	1024.0	356.2	1024.0	1024.0	0	355.6	7.62	355.6
1	grow16_1024	rmw	64	16	2	1024	16	1	16	4096	17	331.8	1.88	0.0	1024.0	2048.0	436.2	1024.0	2048.0	0	330.5	1.87	434.7
1	grow16_1024	rmw	64	16	2	1024	64	1	64	4096	65	220.4	0.84	0.0	1024.0	2048.0	479.5	1024.0	2048.0	0	218.6	0.83	478.0
1	grow16_1024	rmw	64	16	2	1024	256	1	256	4096	257	241.6	0.43	0.0	1024.0	2048.0	630.0	1024.0	2048.0	0	239.8	0.43	628.6
1	grow16_1024	rmw	64	16	2	1024	16	16	1	4096	32	199.0	1.62	0.0	1024.0	2048.0	199.0	1024.0	2048.0	0	197.1	1.60	197.1
1	grow16_1024	rmw	64	16	2	1024	64	16	4	4096	80	201.3	0.80	0.0	1024.0	2048.0	262.3	1024.0	2048.0	0	199.5	0.80	260.6
1	grow16_1024	rmw	64	16	2	1024	256	16	16	4096	272	266.7	0.44	0.0	1024.0	2048.0	438.3	1024.0	2048.0	0	264.9	0.44	436.7
1	literal64	rmw	0	64	1	64	1	1	1	4096	2	1235.5	6.48	1024.0	2048.0	2048.0	1235.5	2048.0	2048.0	0	1234.7	6.47	1234.7
1	literal64	rmw	0	64	1	64	16	1	16	4096	17	1239.0	1.63	1024.0	2048.0	2048.0	1248.8	2048.0	2048.0	0	1238.1	1.63	1248.0
1	literal64	rmw	0	64	1	64	64	1	64	4096	65	1232.0	0.80	1024.0	2048.0	2048.0	1247.0	2048.0	2048.0	0	1231.2	0.80	1246.2
1	literal64	rmw	0	64	1	64	256	1	256	4096	257	1245.8	0.41	1024.0	2048.0	2048.0	1264.5	2048.0	2048.0	0	1245.0	0.41	1263.7
1	literal64	rmw	0	64	1	64	16	16	1	4096	32	1226.4	1.59	1024.0	2048.0	2048.0	1226.4	2048.0	2048.0	0	1225.5	1.59	1225.5
1	literal64	rmw	0	64	1	64	64	16	4	4096	80	1221.5	0.79	1024.0	2048.0	2048.0	1227.9	2048.0	2048.0	0	1220.7	0.79	1227.1
1	literal64	rmw	0	64	1	64	256	16	16	4096	272	1238.3	0.41	1024.0	2048.0	2048.0	1251.4	2048.0	2048.0	0	1237.5	0.41	1250.6
2	bo64	rmw	0	64	1	64	1	1	1	4096	2	1212.5	6.20	1024.0	2048.0	2048.0	1212.5	2048.0	2048.0	0	1211.7	6.19	1211.7
2	bo64	rmw	0	64	1	64	16	1	16	4096	17	1225.6	1.59	1024.0	2048.0	2048.0	1235.2	2048.0	2048.0	0	1224.7	1.59	1234.5
2	bo64	rmw	0	64	1	64	64	1	64	4096	65	1221.4	0.79	1024.0	2048.0	2048.0	1236.0	2048.0	2048.0	0	1220.5	0.79	1235.2
2	bo64	rmw	0	64	1	64	256	1	256	4096	257	1218.4	0.39	1024.0	2048.0	2048.0	1242.5	2048.0	2048.0	0	1217.6	0.39	1241.7
2	bo64	rmw	0	64	1	64	16	16	1	4096	32	1204.3	1.52	1024.0	2048.0	2048.0	1204.3	2048.0	2048.0	0	1203.5	1.52	1203.5
2	bo64	rmw	0	64	1	64	64	16	4	4096	80	1206.1	0.76	1024.0	2048.0	2048.0	1212.5	2048.0	2048.0	0	1205.3	0.76	1211.6
2	bo64	rmw	0	64	1	64	256	16	16	4096	272	1217.8	0.39	1024.0	2048.0	2048.0	1230.0	2048.0	2048.0	0	1216.9	0.39	1229.1
2	bo16	rmw	0	16	1	16	1	1	1	4096	2	1211.0	6.18	1024.0	2048.0	2048.0	1211.0	2048.0	2048.0	0	1210.2	6.17	1210.2
2	bo16	rmw	0	16	1	16	16	1	16	4096	17	1216.9	1.56	1024.0	2048.0	2048.0	1226.0	2048.0	2048.0	0	1216.0	1.56	1225.2
2	bo16	rmw	0	16	1	16	64	1	64	4096	65	1222.1	0.79	1024.0	2048.0	2048.0	1236.0	2048.0	2048.0	0	1221.3	0.79	1235.2
2	bo16	rmw	0	16	1	16	256	1	256	4096	257	1220.7	0.39	1024.0	2048.0	2048.0	1243.5	2048.0	2048.0	0	1219.9	0.39	1242.7
2	bo16	rmw	0	16	1	16	16	16	1	4096	32	1207.1	1.53	1024.0	2048.0	2048.0	1207.1	2048.0	2048.0	0	1206.3	1.53	1206.3
2	bo16	rmw	0	16	1	16	64	16	4	4096	80	1204.7	0.76	1024.0	2048.0	2048.0	1211.1	2048.0	2048.0	0	1203.9	0.76	1210.3
2	bo16	rmw	0	16	1	16	256	16	16	4096	272	1218.2	0.39	1024.0	2048.0	2048.0	1231.0	2048.0	2048.0	0	1217.3	0.39	1230.2
2	spin64_bo64	rmw	64	64	1	64	1	1	1	4096	2	355.0	7.61	0.0	1024.0	1024.0	355.0	1024.0	1024.0	0	354.3	7.62	354.3
2	spin64_bo64	rmw	64	64	1	64	16	1	16	4096	17	341.9	1.89	0.0	1024.0	2048.0	437.2	1024.0	2048.0	0	340.7	1.89	435.7
2	spin64_bo64	rmw	64	64	1	64	64	1	64	4096	65	215.1	0.83	0.0	1024.0	2048.0	475.5	1024.0	2048.0	0	213.3	0.83	474.0
2	spin64_bo64	rmw	64	64	1	64	256	1	256	4096	257	238.9	0.43	0.0	1024.0	2048.0	624.8	1024.0	2048.0	0	237.1	0.43	623.4
2	spin64_bo64	rmw	64	64	1	64	16	16	1	4096	32	194.8	1.60	0.0	1024.0	2048.0	194.8	1024.0	2048.0	0	193.0	1.59	193.0
2	spin64_bo64	rmw	64	64	1	64	64	16	4	4096	80	200.6	0.80	0.0	1024.0	2048.0	261.5	1024.0	2048.0	0	198.7	0.80	259.7
2	spin64_bo64	rmw	64	64	1	64	256	16	16	4096	272	267.7	0.44	0.0	1024.0	2048.0	438.3	1024.0	2048.0	0	265.9	0.44	436.7
2	spin256_bo64	rmw	256	64	1	64	1	1	1	4096	2	349.2	7.59	0.0	1024.0	1024.0	349.2	1024.0	1024.0	0	348.6	7.59	348.6
2	spin256_bo64	rmw	256	64	1	64	16	1	16	4096	17	344.7	1.89	0.0	1024.0	1024.0	409.2	1024.0	1024.0	0	344.1	1.89	408.6
2	spin256_bo64	rmw	256	64	1	64	64	1	64	4096	65	345.4	0.95	0.0	1024.0	1024.0	415.2	1024.0	1024.0	0	344.7	0.95	414.7
2	spin256_bo64	rmw	256	64	1	64	256	1	256	4096	257	330.1	0.47	0.0	1024.0	1024.0	405.5	1024.0	1024.0	0	329.4	0.47	404.9
2	spin256_bo64	rmw	256	64	1	64	16	16	1	4096	32	323.7	1.86	0.0	1024.0	1024.0	323.7	1024.0	1024.0	0	323.0	1.86	323.0
2	spin256_bo64	rmw	256	64	1	64	64	16	4	4096	80	325.6	0.93	0.0	1024.0	1024.0	369.1	1024.0	1024.0	0	324.9	0.93	368.5
2	spin256_bo64	rmw	256	64	1	64	256	16	16	4096	272	350.9	0.47	0.0	1024.0	1024.0	415.8	1024.0	1024.0	0	350.2	0.47	415.1
2	spin64_bo16	rmw	64	16	1	16	1	1	1	4096	2	350.2	7.59	0.0	1024.0	1024.0	350.2	1024.0	1024.0	0	349.6	7.59	349.6
2	spin64_bo16	rmw	64	16	1	16	16	1	16	4096	17	339.3	1.89	0.0	1024.0	2048.0	445.5	1024.0	2048.0	0	338.0	1.88	443.9
2	spin64_bo16	rmw	64	16	1	16	64	1	64	4096	65	220.6	0.84	0.0	1024.0	2048.0	480.5	1024.0	2048.0	0	218.7	0.83	479.0
2	spin64_bo16	rmw	64	16	1	16	256	1	256	4096	257	240.6	0.43	0.0	1024.0	2048.0	628.2	1024.0	2048.0	0	238.8	0.43	626.9
2	spin64_bo16	rmw	64	16	1	16	16	16	1	4096	32	192.7	1.60	0.0	1024.0	2048.0	192.7	1024.0	2048.0	0	190.8	1.58	190.8
2	spin64_bo16	rmw	64	16	1	16	64	16	4	4096	80	200.8	0.80	0.0	1024.0	2048.0	261.9	1024.0	2048.0	0	199.0	0.80	260.1
2	spin64_bo16	rmw	64	16	1	16	256	16	16	4096	272	267.2	0.44	0.0	1024.0	2048.0	437.2	1024.0	2048.0	0	265.4	0.44	435.6
2	grow16_1024	rmw	64	16	2	1024	1	1	1	4096	2	343.8	7.56	0.0	1024.0	1024.0	343.8	1024.0	1024.0	0	343.1	7.56	343.1
2	grow16_1024	rmw	64	16	2	1024	16	1	16	4096	17	338.1	1.89	0.0	1024.0	2048.0	439.8	1024.0	2048.0	0	336.9	1.88	438.2
2	grow16_1024	rmw	64	16	2	1024	64	1	64	4096	65	216.2	0.84	0.0	1024.0	2048.0	476.0	1024.0	2048.0	0	214.4	0.83	474.5
2	grow16_1024	rmw	64	16	2	1024	256	1	256	4096	257	243.9	0.43	0.0	1024.0	2048.0	634.8	1024.0	2048.0	0	242.1	0.43	633.4
2	grow16_1024	rmw	64	16	2	1024	16	16	1	4096	32	192.5	1.59	0.0	1024.0	2048.0	192.5	1024.0	2048.0	0	190.6	1.58	190.6
2	grow16_1024	rmw	64	16	2	1024	64	16	4	4096	80	198.5	0.80	0.0	1024.0	2048.0	260.5	1024.0	2048.0	0	196.6	0.79	258.7
2	grow16_1024	rmw	64	16	2	1024	256	16	16	4096	272	266.4	0.44	0.0	1024.0	2048.0	437.7	1024.0	2048.0	0	264.6	0.44	436.1
2	literal64	rmw	0	64	1	64	1	1	1	4096	2	1231.0	6.43	1024.0	2048.0	2048.0	1231.0	2048.0	2048.0	0	1230.2	6.42	1230.2
2	literal64	rmw	0	64	1	64	16	1	16	4096	17	1237.6	1.63	1024.0	2048.0	2048.0	1245.8	2048.0	2048.0	0	1236.8	1.62	1245.0
2	literal64	rmw	0	64	1	64	64	1	64	4096	65	1229.3	0.80	1024.0	2048.0	2048.0	1243.5	2048.0	2048.0	0	1228.5	0.80	1242.7
2	literal64	rmw	0	64	1	64	256	1	256	4096	257	1242.7	0.41	1024.0	2048.0	2048.0	1266.0	2048.0	2048.0	0	1241.9	0.41	1265.2
2	literal64	rmw	0	64	1	64	16	16	1	4096	32	1223.8	1.59	1024.0	2048.0	2048.0	1223.8	2048.0	2048.0	0	1223.0	1.58	1223.0
2	literal64	rmw	0	64	1	64	64	16	4	4096	80	1221.6	0.79	1024.0	2048.0	2048.0	1228.4	2048.0	2048.0	0	1220.7	0.79	1227.5
2	literal64	rmw	0	64	1	64	256	16	16	4096	272	1241.8	0.41	1024.0	2048.0	2048.0	1253.6	2048.0	2048.0	0	1241.0	0.41	1252.8
2	spin	rmw	0	0	1	0	1	1	1	4096	2	362.8	7.65	0.0	1024.0	1024.0	362.8	1024.0	1024.0	0	362.1	7.65	362.1
2	spin	rmw	0	0	1	0	16	1	16	4096	17	333.2	1.87	0.0	1024.0	1024.0	400.5	1024.0	1024.0	0	332.5	1.87	399.9
2	spin	rmw	0	0	1	0	64	1	64	4096	65	336.9	0.94	0.0	1024.0	1024.0	411.8	1024.0	1024.0	0	336.2	0.94	411.2
2	spin	rmw	0	0	1	0	256	1	256	4096	257	377.8	0.48	0.0	1024.0	1024.0	456.8	1024.0	1024.0	0	377.2	0.48	456.2
