node	stage	task	worker	slot	start_ns	end_ns	attention
0	0	0	0	0	0	3280.7856152256199	0
1	0	1	1	0	0	3280.7856152256199	0
2	0	2	2	0	0	3280.7856152256199	0
3	0	3	3	0	0	3280.7856152256199	0
4	1	0	20	0	4516.1974162256201	11412.971775840484	0
5	1	1	21	0	4516.1974162256201	11412.971775840484	0
6	1	2	38	0	4516.1974162256201	11412.971775840484	0
7	1	3	39	0	4516.1974162256201	11412.971775840484	0
8	1	4	40	0	4516.1974162256201	11412.971775840484	0
9	1	5	41	0	4516.1974162256201	11412.971775840484	0
10	1	6	42	0	4516.1974162256201	11412.971775840484	0
11	1	7	43	0	4516.1974162256201	11412.971775840484	0
12	1	8	44	0	4516.1974162256201	11412.971775840484	0
13	1	9	45	0	4516.1974162256201	11412.971775840484	0
14	1	10	46	0	4516.1974162256201	11412.971775840484	0
15	1	11	47	0	4516.1974162256201	11412.971775840484	0
16	1	12	48	0	4516.1974162256201	11412.971775840484	0
17	1	13	49	0	4516.1974162256201	11412.971775840484	0
18	1	14	34	0	4516.1974162256201	11412.971775840484	0
19	1	15	35	0	4516.1974162256201	11412.971775840484	0
20	1	16	36	0	4516.1974162256201	11412.971775840484	0
21	1	17	37	0	4516.1974162256201	11412.971775840484	0
22	1	18	54	0	4516.1974162256201	11412.971775840484	0
23	1	19	55	0	4516.1974162256201	11412.971775840484	0
24	1	20	56	0	4516.1974162256201	11412.971775840484	0
25	1	21	57	0	4516.1974162256201	11412.971775840484	0
26	1	22	58	0	4516.1974162256201	11412.971775840484	0
27	1	23	59	0	4516.1974162256201	11412.971775840484	0
28	1	24	60	0	4516.1974162256201	11412.971775840484	0
29	1	25	61	0	4516.1974162256201	11412.971775840484	0
30	1	26	62	0	4516.1974162256201	11412.971775840484	0
31	1	27	63	0	4516.1974162256201	11412.971775840484	0
32	1	28	64	0	4516.1974162256201	11412.971775840484	0
33	1	29	65	0	4516.1974162256201	11412.971775840484	0
34	1	30	50	0	4516.1974162256201	11412.971775840484	0
35	1	31	51	0	4516.1974162256201	11412.971775840484	0
36	2	0	0	1	4516.1974162256201	11412.971775840484	0
37	2	1	1	1	4516.1974162256201	11412.971775840484	0
38	2	2	6	0	4516.1974162256201	11412.971775840484	0
39	2	3	7	0	4516.1974162256201	11412.971775840484	0
40	2	4	8	0	4516.1974162256201	11412.971775840484	0
41	2	5	9	0	4516.1974162256201	11412.971775840484	0
42	2	6	10	0	4516.1974162256201	11412.971775840484	0
43	2	7	11	0	4516.1974162256201	11412.971775840484	0
44	2	8	12	0	4516.1974162256201	11412.971775840484	0
45	2	9	13	0	4516.1974162256201	11412.971775840484	0
46	2	10	14	0	4516.1974162256201	11412.971775840484	0
47	2	11	15	0	4516.1974162256201	11412.971775840484	0
48	2	12	16	0	4516.1974162256201	11412.971775840484	0
49	2	13	17	0	4516.1974162256201	11412.971775840484	0
50	2	14	2	1	4516.1974162256201	11412.971775840484	0
51	2	15	3	1	4516.1974162256201	11412.971775840484	0
52	3	0	4	0	4516.1974162256201	11412.971775840484	0
53	3	1	5	0	4516.1974162256201	11412.971775840484	0
54	3	2	22	0	4516.1974162256201	11412.971775840484	0
55	3	3	23	0	4516.1974162256201	11412.971775840484	0
56	3	4	24	0	4516.1974162256201	11412.971775840484	0
57	3	5	25	0	4516.1974162256201	11412.971775840484	0
58	3	6	26	0	4516.1974162256201	11412.971775840484	0
59	3	7	27	0	4516.1974162256201	11412.971775840484	0
60	3	8	28	0	4516.1974162256201	11412.971775840484	0
61	3	9	29	0	4516.1974162256201	11412.971775840484	0
62	3	10	30	0	4516.1974162256201	11412.971775840484	0
63	3	11	31	0	4516.1974162256201	11412.971775840484	0
64	3	12	32	0	4516.1974162256201	11412.971775840484	0
65	3	13	33	0	4516.1974162256201	11412.971775840484	0
66	3	14	18	0	4516.1974162256201	11412.971775840484	0
67	3	15	19	0	4516.1974162256201	11412.971775840484	0
68	4	0	12	1	12648.383576840484	15271.924302846488	0
69	4	1	13	1	12648.383576840484	15271.924302846488	0
70	4	2	14	1	12648.383576840484	15271.924302846488	0
71	4	3	15	1	12648.383576840484	15271.924302846488	0
72	4	4	0	2	12648.383576840484	15271.924302846488	0
73	4	5	1	2	12648.383576840484	15271.924302846488	0
74	4	6	2	2	12648.383576840484	15271.924302846488	0
75	4	7	3	2	12648.383576840484	15271.924302846488	0
76	4	8	4	1	12648.383576840484	15271.924302846488	0
77	4	9	5	1	12648.383576840484	15271.924302846488	0
78	4	10	6	1	12648.383576840484	15271.924302846488	0
79	4	11	7	1	12648.383576840484	15271.924302846488	0
80	4	12	8	1	12648.383576840484	15271.924302846488	0
81	4	13	9	1	12648.383576840484	15271.924302846488	0
82	4	14	10	1	12648.383576840484	15271.924302846488	0
83	4	15	11	1	12648.383576840484	15271.924302846488	0
84	5	0	20	1	12648.383576840484	15271.924302846488	0
85	5	1	21	1	12648.383576840484	15271.924302846488	0
86	5	2	22	1	12648.383576840484	15271.924302846488	0
87	5	3	23	1	12648.383576840484	15271.924302846488	0
88	5	4	24	1	12648.383576840484	15271.924302846488	0
89	5	5	25	1	12648.383576840484	15271.924302846488	0
90	5	6	26	1	12648.383576840484	15271.924302846488	0
91	5	7	27	1	12648.383576840484	15271.924302846488	0
92	6	0	20	2	15271.924302846488	17202.020092321483	0
93	6	1	21	2	15271.924302846488	17202.020092321483	0
94	6	2	22	2	15271.924302846488	17202.020092321483	0
95	6	3	23	2	15271.924302846488	17202.020092321483	0
96	6	4	24	2	15271.924302846488	17202.020092321483	0
97	6	5	25	2	15271.924302846488	17202.020092321483	0
98	6	6	26	2	15271.924302846488	17202.020092321483	0
99	6	7	27	2	15271.924302846488	17202.020092321483	0
100	7	0	28	1	12648.383576840484	16342.847577284549	0
101	7	1	29	1	12648.383576840484	16342.847577284549	0
102	7	2	30	1	12648.383576840484	16342.847577284549	0
103	7	3	31	1	12648.383576840484	16342.847577284549	0
104	7	4	16	1	12648.383576840484	16342.847577284549	0
105	7	5	17	1	12648.383576840484	16342.847577284549	0
106	7	6	18	1	12648.383576840484	16342.847577284549	0
107	7	7	19	1	12648.383576840484	16342.847577284549	0
108	8	0	12	2	18437.431893321482	22599.765174185304	1
109	8	1	13	2	18437.431893321482	22599.765174185304	1
110	8	2	14	2	18437.431893321482	22599.765174185304	1
111	8	3	15	2	18437.431893321482	22599.765174185304	1
112	8	4	0	3	18437.431893321482	22606.175430650739	1
113	8	5	1	3	18437.431893321482	22606.175430650739	1
114	8	6	2	3	18437.431893321482	22606.175430650739	1
115	8	7	3	3	18437.431893321482	22606.175430650739	1
116	8	8	4	2	18437.431893321482	22612.58568711617	1
117	8	9	5	2	18437.431893321482	22612.58568711617	1
118	8	10	6	2	18437.431893321482	22612.58568711617	1
119	8	11	7	2	18437.431893321482	22612.58568711617	1
120	8	12	8	2	18437.431893321482	22618.995943581605	1
121	8	13	9	2	18437.431893321482	22618.995943581605	1
122	8	14	10	2	18437.431893321482	22618.995943581605	1
123	8	15	11	2	18437.431893321482	22618.995943581605	1
124	9	0	8	3	23854.407744581604	30751.182104196469	0
125	9	1	9	3	23854.407744581604	30751.182104196469	0
126	9	2	14	3	23854.407744581604	30751.182104196469	0
127	9	3	15	3	23854.407744581604	30751.182104196469	0
128	9	4	0	4	23854.407744581604	30751.182104196469	0
129	9	5	1	4	23854.407744581604	30751.182104196469	0
130	9	6	2	4	23854.407744581604	30751.182104196469	0
131	9	7	3	4	23854.407744581604	30751.182104196469	0
132	9	8	4	3	23854.407744581604	30751.182104196469	0
133	9	9	5	3	23854.407744581604	30751.182104196469	0
134	9	10	6	3	23854.407744581604	30751.182104196469	0
135	9	11	7	3	23854.407744581604	30751.182104196469	0
136	9	12	24	3	23854.407744581604	30751.182104196469	0
137	9	13	25	3	23854.407744581604	30751.182104196469	0
138	9	14	10	3	23854.407744581604	30751.182104196469	0
139	9	15	11	3	23854.407744581604	30751.182104196469	0
140	9	16	12	3	23854.407744581604	30751.182104196469	0
141	9	17	13	3	23854.407744581604	30751.182104196469	0
142	9	18	30	2	23854.407744581604	30751.182104196469	0
143	9	19	31	2	23854.407744581604	30751.182104196469	0
144	9	20	16	2	23854.407744581604	30751.182104196469	0
145	9	21	17	2	23854.407744581604	30751.182104196469	0
146	9	22	18	2	23854.407744581604	30751.182104196469	0
147	9	23	19	2	23854.407744581604	30751.182104196469	0
148	9	24	20	3	23854.407744581604	30751.182104196469	0
149	9	25	21	3	23854.407744581604	30751.182104196469	0
150	9	26	22	3	23854.407744581604	30751.182104196469	0
151	9	27	23	3	23854.407744581604	30751.182104196469	0
152	9	28	40	1	23854.407744581604	30751.182104196469	0
153	9	29	41	1	23854.407744581604	30751.182104196469	0
154	9	30	26	3	23854.407744581604	30751.182104196469	0
155	9	31	27	3	23854.407744581604	30751.182104196469	0
156	10	0	8	4	31986.593905196467	37031.747731391159	0
157	10	1	9	4	31986.593905196467	37031.747731391159	0
158	10	2	14	4	31986.593905196467	37031.747731391159	0
159	10	3	15	4	31986.593905196467	37031.747731391159	0
160	11	0	0	5	38267.159532391161	45163.933892006025	0
161	11	1	1	5	38267.159532391161	45163.933892006025	0
162	11	2	2	5	38267.159532391161	45163.933892006025	0
163	11	3	3	5	38267.159532391161	45163.933892006025	0
164	11	4	4	4	38267.159532391161	45163.933892006025	0
165	11	5	5	4	38267.159532391161	45163.933892006025	0
166	11	6	6	4	38267.159532391161	45163.933892006025	0
167	11	7	7	4	38267.159532391161	45163.933892006025	0
168	11	8	8	5	38267.159532391161	45163.933892006025	0
169	11	9	9	5	38267.159532391161	45163.933892006025	0
170	11	10	10	4	38267.159532391161	45163.933892006025	0
171	11	11	11	4	38267.159532391161	45163.933892006025	0
172	11	12	12	4	38267.159532391161	45163.933892006025	0
173	11	13	13	4	38267.159532391161	45163.933892006025	0
174	11	14	14	5	38267.159532391161	45163.933892006025	0
175	11	15	15	5	38267.159532391161	45163.933892006025	0
176	11	16	16	3	38267.159532391161	45163.933892006025	0
177	11	17	17	3	38267.159532391161	45163.933892006025	0
178	11	18	18	3	38267.159532391161	45163.933892006025	0
179	11	19	19	3	38267.159532391161	45163.933892006025	0
180	11	20	20	4	38267.159532391161	45163.933892006025	0
181	11	21	21	4	38267.159532391161	45163.933892006025	0
182	11	22	22	4	38267.159532391161	45163.933892006025	0
183	11	23	23	4	38267.159532391161	45163.933892006025	0
184	11	24	24	4	38267.159532391161	45163.933892006025	0
185	11	25	25	4	38267.159532391161	45163.933892006025	0
186	11	26	26	4	38267.159532391161	45163.933892006025	0
187	11	27	27	4	38267.159532391161	45163.933892006025	0
188	11	28	28	2	38267.159532391161	45163.933892006025	0
189	11	29	29	2	38267.159532391161	45163.933892006025	0
190	11	30	30	3	38267.159532391161	45163.933892006025	0
191	11	31	31	3	38267.159532391161	45163.933892006025	0
192	11	32	32	1	38267.159532391161	45163.933892006025	0
193	11	33	33	1	38267.159532391161	45163.933892006025	0
194	11	34	34	1	38267.159532391161	45163.933892006025	0
195	11	35	35	1	38267.159532391161	45163.933892006025	0
196	11	36	36	1	38267.159532391161	45163.933892006025	0
197	11	37	37	1	38267.159532391161	45163.933892006025	0
198	11	38	38	1	38267.159532391161	45163.933892006025	0
199	11	39	39	1	38267.159532391161	45163.933892006025	0
200	11	40	40	2	38267.159532391161	45163.933892006025	0
201	11	41	41	2	38267.159532391161	45163.933892006025	0
202	11	42	42	1	38267.159532391161	45163.933892006025	0
203	11	43	43	1	38267.159532391161	45163.933892006025	0
204	11	44	44	1	38267.159532391161	45163.933892006025	0
